year,sum,variable,timescale,country
2002,0.0,Cem_Total,seasonal_djf,ISL
2003,0.0,Cem_Total,seasonal_djf,ISL
2004,0.0,Cem_Total,seasonal_djf,ISL
2005,0.0,Cem_Total,seasonal_djf,ISL
2006,0.0,Cem_Total,seasonal_djf,ISL
2007,0.0,Cem_Total,seasonal_djf,ISL
2008,0.0,Cem_Total,seasonal_djf,ISL
2009,0.0,Cem_Total,seasonal_djf,ISL
2010,0.0,Cem_Total,seasonal_djf,ISL
2011,0.0,Cem_Total,seasonal_djf,ISL
2012,0.0,Cem_Total,seasonal_djf,ISL
2013,0.0,Cem_Total,seasonal_djf,ISL
2014,0.0,Cem_Total,seasonal_djf,ISL
2015,0.0,Cem_Total,seasonal_djf,ISL
2016,0.0,Cem_Total,seasonal_djf,ISL
2017,0.0,Cem_Total,seasonal_djf,ISL
2018,0.0,Cem_Total,seasonal_djf,ISL
2019,0.0,Cem_Total,seasonal_djf,ISL
2020,0.0,Cem_Total,seasonal_djf,ISL
