year,sum,variable,timescale,region
2002,0.0,Cem_Total,seasonal_jja,LB
2003,0.0,Cem_Total,seasonal_jja,LB
2004,0.0,Cem_Total,seasonal_jja,LB
2005,0.0,Cem_Total,seasonal_jja,LB
2006,0.004783276063046204,Cem_Total,seasonal_jja,LB
2007,0.0008151297585239717,Cem_Total,seasonal_jja,LB
2008,0.0,Cem_Total,seasonal_jja,LB
2009,0.0,Cem_Total,seasonal_jja,LB
2010,0.0010196074000995178,Cem_Total,seasonal_jja,LB
2011,0.0,Cem_Total,seasonal_jja,LB
2012,9.54851031344757e-05,Cem_Total,seasonal_jja,LB
2013,0.0,Cem_Total,seasonal_jja,LB
2014,0.0,Cem_Total,seasonal_jja,LB
2015,0.0006765819544838868,Cem_Total,seasonal_jja,LB
2016,0.0001626168116422119,Cem_Total,seasonal_jja,LB
2017,0.0,Cem_Total,seasonal_jja,LB
2018,0.0,Cem_Total,seasonal_jja,LB
2019,0.0,Cem_Total,seasonal_jja,LB
2020,0.0,Cem_Total,seasonal_jja,LB
