year,sum,variable,timescale,region
2002,8.542925198807227,Cem_Total,yearly,BJ
2003,7.483946017651137,Cem_Total,yearly,BJ
2004,5.8526045490449325,Cem_Total,yearly,BJ
2005,10.222877199110123,Cem_Total,yearly,BJ
2006,6.6243231703345185,Cem_Total,yearly,BJ
2007,7.040049342616083,Cem_Total,yearly,BJ
2008,5.254175202646485,Cem_Total,yearly,BJ
2009,5.259517391892158,Cem_Total,yearly,BJ
2010,5.113145054502127,Cem_Total,yearly,BJ
2011,5.762019633611825,Cem_Total,yearly,BJ
2012,4.737900604611111,Cem_Total,yearly,BJ
2013,5.502023664471933,Cem_Total,yearly,BJ
2014,4.503539387574744,Cem_Total,yearly,BJ
2015,4.1056824519657615,Cem_Total,yearly,BJ
2016,4.896169746724365,Cem_Total,yearly,BJ
2017,4.202053161666007,Cem_Total,yearly,BJ
2018,3.762346103047617,Cem_Total,yearly,BJ
2019,4.099128035416456,Cem_Total,yearly,BJ
2020,4.272143547696428,Cem_Total,yearly,BJ
