year,sum,variable,timescale,country
2001,0.0,BA_Forest_NonForest,yearly_jj,TKM
2002,0.0,BA_Forest_NonForest,yearly_jj,TKM
2003,0.0,BA_Forest_NonForest,yearly_jj,TKM
2004,0.0,BA_Forest_NonForest,yearly_jj,TKM
2005,0.0,BA_Forest_NonForest,yearly_jj,TKM
2006,0.0,BA_Forest_NonForest,yearly_jj,TKM
2007,0.0,BA_Forest_NonForest,yearly_jj,TKM
2008,0.0,BA_Forest_NonForest,yearly_jj,TKM
2009,0.0,BA_Forest_NonForest,yearly_jj,TKM
2010,0.0,BA_Forest_NonForest,yearly_jj,TKM
2011,0.0,BA_Forest_NonForest,yearly_jj,TKM
2012,0.0,BA_Forest_NonForest,yearly_jj,TKM
2013,0.0,BA_Forest_NonForest,yearly_jj,TKM
2014,0.0,BA_Forest_NonForest,yearly_jj,TKM
2015,0.0,BA_Forest_NonForest,yearly_jj,TKM
2016,0.0,BA_Forest_NonForest,yearly_jj,TKM
2017,0.0,BA_Forest_NonForest,yearly_jj,TKM
2018,0.0,BA_Forest_NonForest,yearly_jj,TKM
2019,0.0,BA_Forest_NonForest,yearly_jj,TKM
2020,0.004,BA_Forest_NonForest,yearly_jj,TKM
2021,0.006,BA_Forest_NonForest,yearly_jj,TKM
2022,0.009000000000000001,BA_Forest_NonForest,yearly_jj,TKM
2023,0.002,BA_Forest_NonForest,yearly_jj,TKM
