year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2002,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.002,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2003,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2004,0.0,0.001,0.043,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2005,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2006,0.0,0.0,0.14500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2007,0.0,0.02,0.07300000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.014,0.0,BA_Forest_NonForest,monthly,HUN
2008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2009,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2011,0.0,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.0,BA_Forest_NonForest,monthly,HUN
2012,0.0,0.006,0.022000000000000002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.006,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2014,0.0,0.055,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2015,0.0,0.001,0.0,0.0,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2017,0.0,0.002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,BA_Forest_NonForest,monthly,HUN
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2019,0.0,0.001,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,BA_Forest_NonForest,monthly,HUN
2020,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2022,0.0,0.001,0.012,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,HUN
2023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BA_Forest_NonForest,monthly,HUN
