year,sum,variable,timescale,region
2001,12.341999999999999,BA_Total,seasonal_son,GN
2002,18.02799999999999,BA_Total,seasonal_son,GN
2003,13.732000000000001,BA_Total,seasonal_son,GN
2004,18.949999999999996,BA_Total,seasonal_son,GN
2005,31.84699999999999,BA_Total,seasonal_son,GN
2006,28.796999999999993,BA_Total,seasonal_son,GN
2007,12.108999999999998,BA_Total,seasonal_son,GN
2008,24.529,BA_Total,seasonal_son,GN
2009,19.696,BA_Total,seasonal_son,GN
2010,22.3,BA_Total,seasonal_son,GN
2011,25.550999999999995,BA_Total,seasonal_son,GN
2012,6.427,BA_Total,seasonal_son,GN
2013,24.972999999999995,BA_Total,seasonal_son,GN
2014,25.775999999999996,BA_Total,seasonal_son,GN
2015,29.165,BA_Total,seasonal_son,GN
2016,14.919999999999998,BA_Total,seasonal_son,GN
2017,37.95100000000001,BA_Total,seasonal_son,GN
2018,19.032999999999998,BA_Total,seasonal_son,GN
2019,21.252,BA_Total,seasonal_son,GN
2020,39.437999999999995,BA_Total,seasonal_son,GN
2021,12.564999999999998,BA_Total,seasonal_son,GN
2022,25.025,BA_Total,seasonal_son,GN
2023,0.0,BA_Total,seasonal_son,GN
