year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.004,BA_Forest_NonForest,monthly,URY
2002,0.009000000000000001,0.013000000000000001,0.0,0.0,0.0,0.003,0.025,0.007,0.012,0.002,0.001,0.0,BA_Forest_NonForest,monthly,URY
2003,0.006,0.002,0.007,0.006,0.001,0.0,0.004,0.024000000000000004,0.006,0.041,0.003,0.016,BA_Forest_NonForest,monthly,URY
2004,0.006,0.015000000000000001,0.076,0.031,0.016,0.002,0.065,0.021,0.027,0.01,0.004,0.029,BA_Forest_NonForest,monthly,URY
2005,0.159,0.07900000000000001,0.08700000000000002,0.003,0.0,0.001,0.0,0.002,0.007,0.001,0.014000000000000002,0.013000000000000001,BA_Forest_NonForest,monthly,URY
2006,0.038000000000000006,0.011000000000000001,0.003,0.0,0.008,0.0,0.009000000000000001,0.016,0.109,0.0,0.005,0.007,BA_Forest_NonForest,monthly,URY
2007,0.069,0.011000000000000001,0.001,0.0,0.003,0.007,0.0,0.001,0.0,0.006,0.009000000000000001,0.003,BA_Forest_NonForest,monthly,URY
2008,0.004,0.0,0.001,0.024999999999999998,0.033,0.08300000000000002,0.008,0.0,0.003,0.002,0.005,0.001,BA_Forest_NonForest,monthly,URY
2009,0.14300000000000002,0.007,0.007,0.003,0.001,0.009000000000000001,0.001,0.004,0.0,0.001,0.002,0.0,BA_Forest_NonForest,monthly,URY
2010,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.012,0.0,0.003,0.004,0.015000000000000003,BA_Forest_NonForest,monthly,URY
2011,0.005,0.0,0.006,0.002,0.002,0.0,0.006,0.002,0.018,0.0,0.001,0.047,BA_Forest_NonForest,monthly,URY
2012,0.05800000000000001,0.006,0.0,0.004,0.005,0.019000000000000003,0.008,0.001,0.001,0.001,0.003,0.0,BA_Forest_NonForest,monthly,URY
2013,0.020000000000000004,0.001,0.001,0.002,0.0,0.0,0.002,0.007,0.008,0.002,0.0,0.0,BA_Forest_NonForest,monthly,URY
2014,0.004,0.0,0.002,0.002,0.0,0.0,0.001,0.004,0.001,0.001,0.0,0.0,BA_Forest_NonForest,monthly,URY
2015,0.002,0.005,0.001,0.005,0.006,0.008,0.013,0.0,0.0,0.0,0.003,0.001,BA_Forest_NonForest,monthly,URY
2016,0.020999999999999998,0.013000000000000001,0.0,0.0,0.0,0.003,0.0,0.001,0.01,0.001,0.008,0.002,BA_Forest_NonForest,monthly,URY
2017,0.019,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.004,BA_Forest_NonForest,monthly,URY
2018,0.058,0.048,0.067,0.001,0.0,0.006,0.0,0.001,0.0,0.0,0.002,0.009000000000000001,BA_Forest_NonForest,monthly,URY
2019,0.033,0.004,0.003,0.007,0.001,0.0,0.0,0.0,0.008,0.0,0.005,0.06,BA_Forest_NonForest,monthly,URY
2020,0.005,0.129,0.005,0.069,0.003,0.0,0.005,0.013,0.053,0.008,0.004,0.006,BA_Forest_NonForest,monthly,URY
2021,0.032,0.009000000000000001,0.001,0.0,0.009000000000000001,0.003,0.003,0.002,0.0,0.0,0.0,0.245,BA_Forest_NonForest,monthly,URY
2022,0.711,0.003,0.001,0.002,0.004,0.011,0.002,0.001,0.005,0.007,0.002,0.0,BA_Forest_NonForest,monthly,URY
2023,0.015000000000000003,0.028,0.0,0.011,0.001,0.002,,,,,,,BA_Forest_NonForest,monthly,URY
