year,sum,variable,timescale,country
2001,0.0,BA_Total,seasonal_djf,BHS
2002,0.029,BA_Total,seasonal_djf,BHS
2003,0.042,BA_Total,seasonal_djf,BHS
2004,0.017,BA_Total,seasonal_djf,BHS
2005,0.345,BA_Total,seasonal_djf,BHS
2006,0.0,BA_Total,seasonal_djf,BHS
2007,0.001,BA_Total,seasonal_djf,BHS
2008,0.0,BA_Total,seasonal_djf,BHS
2009,0.386,BA_Total,seasonal_djf,BHS
2010,0.011,BA_Total,seasonal_djf,BHS
2011,0.09000000000000001,BA_Total,seasonal_djf,BHS
2012,0.209,BA_Total,seasonal_djf,BHS
2013,0.336,BA_Total,seasonal_djf,BHS
2014,0.035,BA_Total,seasonal_djf,BHS
2015,0.10600000000000001,BA_Total,seasonal_djf,BHS
2016,0.015,BA_Total,seasonal_djf,BHS
2017,0.182,BA_Total,seasonal_djf,BHS
2018,0.024,BA_Total,seasonal_djf,BHS
2019,0.0,BA_Total,seasonal_djf,BHS
2020,0.09699999999999999,BA_Total,seasonal_djf,BHS
2021,0.14100000000000001,BA_Total,seasonal_djf,BHS
2022,0.021,BA_Total,seasonal_djf,BHS
2023,0.046,BA_Total,seasonal_djf,BHS
