year,sum,variable,timescale,region
2001,0.0,BA_Forest_NonForest,yearly_jj,I
2002,0.101,BA_Forest_NonForest,yearly_jj,I
2003,0.152,BA_Forest_NonForest,yearly_jj,I
2004,0.08299999999999999,BA_Forest_NonForest,yearly_jj,I
2005,0.089,BA_Forest_NonForest,yearly_jj,I
2006,0.005,BA_Forest_NonForest,yearly_jj,I
2007,0.031,BA_Forest_NonForest,yearly_jj,I
2008,0.64,BA_Forest_NonForest,yearly_jj,I
2009,0.08,BA_Forest_NonForest,yearly_jj,I
2010,0.059,BA_Forest_NonForest,yearly_jj,I
2011,0.022,BA_Forest_NonForest,yearly_jj,I
2012,0.1,BA_Forest_NonForest,yearly_jj,I
2013,0.285,BA_Forest_NonForest,yearly_jj,I
2014,0.06000000000000001,BA_Forest_NonForest,yearly_jj,I
2015,0.032,BA_Forest_NonForest,yearly_jj,I
2016,0.007,BA_Forest_NonForest,yearly_jj,I
2017,0.049,BA_Forest_NonForest,yearly_jj,I
2018,0.517,BA_Forest_NonForest,yearly_jj,I
2019,0.108,BA_Forest_NonForest,yearly_jj,I
2020,0.01,BA_Forest_NonForest,yearly_jj,I
2021,0.068,BA_Forest_NonForest,yearly_jj,I
2022,0.911,BA_Forest_NonForest,yearly_jj,I
2023,0.307,BA_Forest_NonForest,yearly_jj,I
