year,sum,variable,timescale,region
2001,0.106,BA_Total,seasonal_mam,TT
2002,0.0,BA_Total,seasonal_mam,TT
2003,0.093,BA_Total,seasonal_mam,TT
2004,0.022,BA_Total,seasonal_mam,TT
2005,0.058,BA_Total,seasonal_mam,TT
2006,0.066,BA_Total,seasonal_mam,TT
2007,0.056,BA_Total,seasonal_mam,TT
2008,0.032,BA_Total,seasonal_mam,TT
2009,0.032,BA_Total,seasonal_mam,TT
2010,0.133,BA_Total,seasonal_mam,TT
2011,0.0,BA_Total,seasonal_mam,TT
2012,0.0,BA_Total,seasonal_mam,TT
2013,0.011,BA_Total,seasonal_mam,TT
2014,0.06,BA_Total,seasonal_mam,TT
2015,0.022,BA_Total,seasonal_mam,TT
2016,0.151,BA_Total,seasonal_mam,TT
2017,0.05,BA_Total,seasonal_mam,TT
2018,0.009,BA_Total,seasonal_mam,TT
2019,0.004,BA_Total,seasonal_mam,TT
2020,0.045,BA_Total,seasonal_mam,TT
2021,0.0,BA_Total,seasonal_mam,TT
2022,0.001,BA_Total,seasonal_mam,TT
2023,0.063,BA_Total,seasonal_mam,TT
