year,sum,variable,timescale,region
2001,0.0,BA_Total,seasonal_djf,ZM
2002,2.7700000000000005,BA_Total,seasonal_djf,ZM
2003,0.343,BA_Total,seasonal_djf,ZM
2004,0.20800000000000002,BA_Total,seasonal_djf,ZM
2005,0.138,BA_Total,seasonal_djf,ZM
2006,0.033,BA_Total,seasonal_djf,ZM
2007,0.269,BA_Total,seasonal_djf,ZM
2008,0.188,BA_Total,seasonal_djf,ZM
2009,0.149,BA_Total,seasonal_djf,ZM
2010,0.164,BA_Total,seasonal_djf,ZM
2011,0.014000000000000002,BA_Total,seasonal_djf,ZM
2012,0.229,BA_Total,seasonal_djf,ZM
2013,0.10200000000000001,BA_Total,seasonal_djf,ZM
2014,0.07200000000000001,BA_Total,seasonal_djf,ZM
2015,0.402,BA_Total,seasonal_djf,ZM
2016,0.48100000000000004,BA_Total,seasonal_djf,ZM
2017,0.024000000000000004,BA_Total,seasonal_djf,ZM
2018,1.281,BA_Total,seasonal_djf,ZM
2019,0.551,BA_Total,seasonal_djf,ZM
2020,0.08499999999999999,BA_Total,seasonal_djf,ZM
2021,0.001,BA_Total,seasonal_djf,ZM
2022,2.487,BA_Total,seasonal_djf,ZM
2023,0.163,BA_Total,seasonal_djf,ZM
