year,sum,variable,timescale,country
2002,0.4921590641229203,Cem_Forest_NonForest,seasonal_mam,ETH
2003,0.08936188932186662,Cem_Forest_NonForest,seasonal_mam,ETH
2004,0.21627504944125078,Cem_Forest_NonForest,seasonal_mam,ETH
2005,0.3950615990062727,Cem_Forest_NonForest,seasonal_mam,ETH
2006,0.6921893848505112,Cem_Forest_NonForest,seasonal_mam,ETH
2007,0.571532837558385,Cem_Forest_NonForest,seasonal_mam,ETH
2008,0.2951658185489623,Cem_Forest_NonForest,seasonal_mam,ETH
2009,0.49065064909388645,Cem_Forest_NonForest,seasonal_mam,ETH
2010,0.10453064913658515,Cem_Forest_NonForest,seasonal_mam,ETH
2011,0.10525600463434,Cem_Forest_NonForest,seasonal_mam,ETH
2012,0.327728117882357,Cem_Forest_NonForest,seasonal_mam,ETH
2013,0.8670199168546934,Cem_Forest_NonForest,seasonal_mam,ETH
2014,0.42504990317523134,Cem_Forest_NonForest,seasonal_mam,ETH
2015,0.3162463370095578,Cem_Forest_NonForest,seasonal_mam,ETH
2016,0.03660008661487541,Cem_Forest_NonForest,seasonal_mam,ETH
2017,0.029911343454453773,Cem_Forest_NonForest,seasonal_mam,ETH
2018,0.17337478350971844,Cem_Forest_NonForest,seasonal_mam,ETH
2019,0.5710172667586634,Cem_Forest_NonForest,seasonal_mam,ETH
2020,0.1607105075682646,Cem_Forest_NonForest,seasonal_mam,ETH
