year,sum,variable,timescale,region
2001,0.0,BA_Forest_NonForest,seasonal_djf,MA
2002,0.0,BA_Forest_NonForest,seasonal_djf,MA
2003,0.0,BA_Forest_NonForest,seasonal_djf,MA
2004,0.0,BA_Forest_NonForest,seasonal_djf,MA
2005,0.0,BA_Forest_NonForest,seasonal_djf,MA
2006,0.0,BA_Forest_NonForest,seasonal_djf,MA
2007,0.0,BA_Forest_NonForest,seasonal_djf,MA
2008,0.0,BA_Forest_NonForest,seasonal_djf,MA
2009,0.0,BA_Forest_NonForest,seasonal_djf,MA
2010,0.0,BA_Forest_NonForest,seasonal_djf,MA
2011,0.0,BA_Forest_NonForest,seasonal_djf,MA
2012,0.0,BA_Forest_NonForest,seasonal_djf,MA
2013,0.0,BA_Forest_NonForest,seasonal_djf,MA
2014,0.0,BA_Forest_NonForest,seasonal_djf,MA
2015,0.0,BA_Forest_NonForest,seasonal_djf,MA
2016,0.0,BA_Forest_NonForest,seasonal_djf,MA
2017,0.0,BA_Forest_NonForest,seasonal_djf,MA
2018,0.0,BA_Forest_NonForest,seasonal_djf,MA
2019,0.0,BA_Forest_NonForest,seasonal_djf,MA
2020,0.0,BA_Forest_NonForest,seasonal_djf,MA
2021,0.0,BA_Forest_NonForest,seasonal_djf,MA
2022,0.0,BA_Forest_NonForest,seasonal_djf,MA
2023,0.0,BA_Forest_NonForest,seasonal_djf,MA
