year,sum,variable,timescale,region
2001,180.749,BA_Total,yearly,NA
2002,162.451,BA_Total,yearly,NA
2003,167.083,BA_Total,yearly,NA
2004,192.914,BA_Total,yearly,NA
2005,177.58599999999998,BA_Total,yearly,NA
2006,250.124,BA_Total,yearly,NA
2007,226.599,BA_Total,yearly,NA
2008,145.683,BA_Total,yearly,NA
2009,262.52099999999996,BA_Total,yearly,NA
2010,235.32999999999998,BA_Total,yearly,NA
2011,410.21099999999996,BA_Total,yearly,NA
2012,428.709,BA_Total,yearly,NA
2013,192.73599999999996,BA_Total,yearly,NA
2014,139.494,BA_Total,yearly,NA
2015,129.286,BA_Total,yearly,NA
2016,114.724,BA_Total,yearly,NA
2017,139.134,BA_Total,yearly,NA
2018,102.30799999999999,BA_Total,yearly,NA
2019,50.467,BA_Total,yearly,NA
2020,165.24899999999997,BA_Total,yearly,NA
2021,195.881,BA_Total,yearly,NA
2022,128.37099999999998,BA_Total,yearly,NA
2023,29.318000000000005,BA_Total,yearly,NA
