year,sum,variable,timescale,country
2002,0.0,Cem_Total,yearly,ISL
2003,0.0,Cem_Total,yearly,ISL
2004,0.0,Cem_Total,yearly,ISL
2005,0.0,Cem_Total,yearly,ISL
2006,0.004917984452091018,Cem_Total,yearly,ISL
2007,0.0,Cem_Total,yearly,ISL
2008,0.0,Cem_Total,yearly,ISL
2009,0.0,Cem_Total,yearly,ISL
2010,0.0,Cem_Total,yearly,ISL
2011,0.0,Cem_Total,yearly,ISL
2012,0.0,Cem_Total,yearly,ISL
2013,0.0,Cem_Total,yearly,ISL
2014,0.0,Cem_Total,yearly,ISL
2015,0.0,Cem_Total,yearly,ISL
2016,0.0,Cem_Total,yearly,ISL
2017,0.0,Cem_Total,yearly,ISL
2018,0.0,Cem_Total,yearly,ISL
2019,0.0,Cem_Total,yearly,ISL
2020,0.0,Cem_Total,yearly,ISL
