year,sum,variable,timescale,region
2002,0.007998500338229284,Cem_Total,seasonal_son,HN
2003,0.004115489753416931,Cem_Total,seasonal_son,HN
2004,0.010520223733780296,Cem_Total,seasonal_son,HN
2005,0.0036666482705640063,Cem_Total,seasonal_son,HN
2006,0.001139833509043892,Cem_Total,seasonal_son,HN
2007,0.004486612538890626,Cem_Total,seasonal_son,HN
2008,0.0014306913315049056,Cem_Total,seasonal_son,HN
2009,0.007501148473964005,Cem_Total,seasonal_son,HN
2010,0.007080366635016563,Cem_Total,seasonal_son,HN
2011,0.003737405198430615,Cem_Total,seasonal_son,HN
2012,0.01989610898593501,Cem_Total,seasonal_son,HN
2013,5.164574310635376e-05,Cem_Total,seasonal_son,HN
2014,6.599144376327515e-05,Cem_Total,seasonal_son,HN
2015,0.005936354631398575,Cem_Total,seasonal_son,HN
2016,0.0011689335267313994,Cem_Total,seasonal_son,HN
2017,0.011778546086564621,Cem_Total,seasonal_son,HN
2018,0.006230986949092544,Cem_Total,seasonal_son,HN
2019,0.02706375950131622,Cem_Total,seasonal_son,HN
2020,0.0012062995569283525,Cem_Total,seasonal_son,HN
