year,sum,variable,timescale,region
2001,0.0,BA_Total,seasonal_jja,EG
2002,0.006,BA_Total,seasonal_jja,EG
2003,0.015,BA_Total,seasonal_jja,EG
2004,0.031,BA_Total,seasonal_jja,EG
2005,0.039,BA_Total,seasonal_jja,EG
2006,0.061,BA_Total,seasonal_jja,EG
2007,0.173,BA_Total,seasonal_jja,EG
2008,0.098,BA_Total,seasonal_jja,EG
2009,0.032,BA_Total,seasonal_jja,EG
2010,0.01,BA_Total,seasonal_jja,EG
2011,0.035,BA_Total,seasonal_jja,EG
2012,0.085,BA_Total,seasonal_jja,EG
2013,0.14700000000000002,BA_Total,seasonal_jja,EG
2014,0.25,BA_Total,seasonal_jja,EG
2015,0.15100000000000002,BA_Total,seasonal_jja,EG
2016,0.068,BA_Total,seasonal_jja,EG
2017,0.311,BA_Total,seasonal_jja,EG
2018,0.014000000000000002,BA_Total,seasonal_jja,EG
2019,0.679,BA_Total,seasonal_jja,EG
2020,0.31500000000000006,BA_Total,seasonal_jja,EG
2021,1.0430000000000001,BA_Total,seasonal_jja,EG
2022,2.7720000000000002,BA_Total,seasonal_jja,EG
2023,0.0,BA_Total,seasonal_jja,EG
