year,sum,variable,timescale,country
2001,0.0,BA_Forest_NonForest,yearly,ERI
2002,0.0,BA_Forest_NonForest,yearly,ERI
2003,0.0,BA_Forest_NonForest,yearly,ERI
2004,0.0,BA_Forest_NonForest,yearly,ERI
2005,0.0,BA_Forest_NonForest,yearly,ERI
2006,0.0,BA_Forest_NonForest,yearly,ERI
2007,0.0,BA_Forest_NonForest,yearly,ERI
2008,0.0,BA_Forest_NonForest,yearly,ERI
2009,0.0,BA_Forest_NonForest,yearly,ERI
2010,0.0,BA_Forest_NonForest,yearly,ERI
2011,0.0,BA_Forest_NonForest,yearly,ERI
2012,0.0,BA_Forest_NonForest,yearly,ERI
2013,0.0,BA_Forest_NonForest,yearly,ERI
2014,0.0,BA_Forest_NonForest,yearly,ERI
2015,0.0,BA_Forest_NonForest,yearly,ERI
2016,0.0,BA_Forest_NonForest,yearly,ERI
2017,0.0,BA_Forest_NonForest,yearly,ERI
2018,0.0,BA_Forest_NonForest,yearly,ERI
2019,0.0,BA_Forest_NonForest,yearly,ERI
2020,0.0,BA_Forest_NonForest,yearly,ERI
2021,0.0,BA_Forest_NonForest,yearly,ERI
2022,0.0,BA_Forest_NonForest,yearly,ERI
2023,0.0,BA_Forest_NonForest,yearly,ERI
