year,sum,variable,timescale,region
2001,0.0,BA_Total,seasonal_djf,MR
2002,3.6479999999999997,BA_Total,seasonal_djf,MR
2003,0.07,BA_Total,seasonal_djf,MR
2004,1.623,BA_Total,seasonal_djf,MR
2005,0.7530000000000001,BA_Total,seasonal_djf,MR
2006,1.5310000000000001,BA_Total,seasonal_djf,MR
2007,5.1080000000000005,BA_Total,seasonal_djf,MR
2008,4.901,BA_Total,seasonal_djf,MR
2009,4.372,BA_Total,seasonal_djf,MR
2010,4.295,BA_Total,seasonal_djf,MR
2011,9.116999999999999,BA_Total,seasonal_djf,MR
2012,0.44799999999999995,BA_Total,seasonal_djf,MR
2013,3.651,BA_Total,seasonal_djf,MR
2014,4.885999999999999,BA_Total,seasonal_djf,MR
2015,0.533,BA_Total,seasonal_djf,MR
2016,2.358,BA_Total,seasonal_djf,MR
2017,2.415,BA_Total,seasonal_djf,MR
2018,0.201,BA_Total,seasonal_djf,MR
2019,0.8600000000000001,BA_Total,seasonal_djf,MR
2020,1.5,BA_Total,seasonal_djf,MR
2021,8.046,BA_Total,seasonal_djf,MR
2022,1.042,BA_Total,seasonal_djf,MR
2023,5.695,BA_Total,seasonal_djf,MR
