year,sum,variable,timescale,country
2002,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2003,0.009469028437094709,Cem_Forest_NonForest,yearly_jj,NOR
2004,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2005,0.004460680189858489,Cem_Forest_NonForest,yearly_jj,NOR
2006,0.0001383549353977051,Cem_Forest_NonForest,yearly_jj,NOR
2007,0.015524772277734574,Cem_Forest_NonForest,yearly_jj,NOR
2008,0.03658337591249689,Cem_Forest_NonForest,yearly_jj,NOR
2009,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2010,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2011,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2012,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2013,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2014,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2015,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2016,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2017,0.0,Cem_Forest_NonForest,yearly_jj,NOR
2018,0.0018772489067319339,Cem_Forest_NonForest,yearly_jj,NOR
2019,0.007564048514337097,Cem_Forest_NonForest,yearly_jj,NOR
2020,0.0,Cem_Forest_NonForest,yearly_jj,NOR
